date,cv,professions,regions,industries,vacancy,invitation,response,added
20211213,data-20211213T183552-structure-20161130T143000.xml.gz,data-20211213T012440-structure-20161130T143000.xml.gz,data-20211213T012440-structure-20161130T143000.xml.gz,data-20211213T012440-structure-20161130T143000.xml.gz,data-20211213T202835-structure-20161130T143000.xml.gz,data-20211213T174321-structure-20161130T143000.xml.gz,data-20211213T174321-structure-20161130T143000.xml.gz,False
20211212,data-20211212T164427-structure-20161130T143000.xml.gz,data-20211212T012933-structure-20161130T143000.xml.gz,data-20211212T012933-structure-20161130T143000.xml.gz,data-20211212T012933-structure-20161130T143000.xml.gz,data-20211212T194924-structure-20161130T143000.xml.gz,data-20211212T170635-structure-20161130T143000.xml.gz,data-20211212T170635-structure-20161130T143000.xml.gz,False
20211211,data-20211211T210952-structure-20161130T143000.xml.gz,data-20211211T014208-structure-20161130T143000.xml.gz,data-20211211T014208-structure-20161130T143000.xml.gz,data-20211211T014208-structure-20161130T143000.xml.gz,data-20211211T202548-structure-20161130T143000.xml.gz,data-20211211T175557-structure-20161130T143000.xml.gz,data-20211211T175557-structure-20161130T143000.xml.gz,False
20211210,data-20211210T230443-structure-20161130T143000.xml.gz,data-20211210T014803-structure-20161130T143000.xml.gz,data-20211210T014803-structure-20161130T143000.xml.gz,data-20211210T014803-structure-20161130T143000.xml.gz,data-20211210T210915-structure-20161130T143000.xml.gz,data-20211210T185816-structure-20161130T143000.xml.gz,data-20211210T185816-structure-20161130T143000.xml.gz,False
20211209,data-20211209T232143-structure-20161130T143000.xml.gz,data-20211209T014559-structure-20161130T143000.xml.gz,data-20211209T014559-structure-20161130T143000.xml.gz,data-20211209T014559-structure-20161130T143000.xml.gz,data-20211209T185911-structure-20161130T143000.xml.gz,data-20211209T193326-structure-20161130T143000.xml.gz,data-20211209T193326-structure-20161130T143000.xml.gz,False
20211208,data-20211208T231652-structure-20161130T143000.xml.gz,data-20211208T014351-structure-20161130T143000.xml.gz,data-20211208T014351-structure-20161130T143000.xml.gz,data-20211208T014351-structure-20161130T143000.xml.gz,data-20211208T172516-structure-20161130T143000.xml.gz,data-20211208T191331-structure-20161130T143000.xml.gz,data-20211208T191331-structure-20161130T143000.xml.gz,False
20211207,data-20211207T213322-structure-20161130T143000.xml.gz,data-20211207T014220-structure-20161130T143000.xml.gz,data-20211207T014220-structure-20161130T143000.xml.gz,data-20211207T014220-structure-20161130T143000.xml.gz,data-20211207T231338-structure-20161130T143000.xml.gz,data-20211207T190815-structure-20161130T143000.xml.gz,data-20211207T190815-structure-20161130T143000.xml.gz,False
20211206,data-20211206T203750-structure-20161130T143000.xml.gz,data-20211206T013749-structure-20161130T143000.xml.gz,data-20211206T013749-structure-20161130T143000.xml.gz,data-20211206T013749-structure-20161130T143000.xml.gz,data-20211206T232119-structure-20161130T143000.xml.gz,data-20211206T184226-structure-20161130T143000.xml.gz,data-20211206T184226-structure-20161130T143000.xml.gz,False
20211205,data-20211205T175252-structure-20161130T143000.xml.gz,data-20211205T014005-structure-20161130T143000.xml.gz,data-20211205T014005-structure-20161130T143000.xml.gz,data-20211205T014005-structure-20161130T143000.xml.gz,data-20211205T173155-structure-20161130T143000.xml.gz,data-20211205T171900-structure-20161130T143000.xml.gz,data-20211205T171900-structure-20161130T143000.xml.gz,False
20211204,data-20211204T183939-structure-20161130T143000.xml.gz,,,,data-20211204T211352-structure-20161130T143000.xml.gz,,,False
20211203,data-20211203T201433-structure-20161130T143000.xml.gz,,,,data-20211203T180906-structure-20161130T143000.xml.gz,data-20211203T181545-structure-20161130T143000.xml.gz,data-20211203T181545-structure-20161130T143000.xml.gz,False
20211202,data-20211202T213111-structure-20161130T143000.xml.gz,data-20211202T013826-structure-20161130T143000.xml.gz,data-20211202T013826-structure-20161130T143000.xml.gz,data-20211202T013826-structure-20161130T143000.xml.gz,data-20211202T200051-structure-20161130T143000.xml.gz,data-20211202T190612-structure-20161130T143000.xml.gz,data-20211202T190612-structure-20161130T143000.xml.gz,False
20211201,data-20211201T211335-structure-20161130T143000.xml.gz,data-20211201T013205-structure-20161130T143000.xml.gz,data-20211201T013205-structure-20161130T143000.xml.gz,data-20211201T013205-structure-20161130T143000.xml.gz,data-20211201T215958-structure-20161130T143000.xml.gz,data-20211201T195624-structure-20161130T143000.xml.gz,data-20211201T195624-structure-20161130T143000.xml.gz,False
20211130,data-20211130T201408-structure-20161130T143000.xml.gz,data-20211130T012359-structure-20161130T143000.xml.gz,data-20211130T012359-structure-20161130T143000.xml.gz,data-20211130T012359-structure-20161130T143000.xml.gz,data-20211130T233227-structure-20161130T143000.xml.gz,data-20211130T195045-structure-20161130T143000.xml.gz,data-20211130T195045-structure-20161130T143000.xml.gz,False
20211129,data-20211129T184907-structure-20161130T143000.xml.gz,data-20211129T012318-structure-20161130T143000.xml.gz,data-20211129T012318-structure-20161130T143000.xml.gz,data-20211129T012318-structure-20161130T143000.xml.gz,data-20211129T204022-structure-20161130T143000.xml.gz,data-20211129T175738-structure-20161130T143000.xml.gz,data-20211129T175738-structure-20161130T143000.xml.gz,False
20211128,data-20211128T143241-structure-20161130T143000.xml.gz,data-20211128T011447-structure-20161130T143000.xml.gz,data-20211128T011447-structure-20161130T143000.xml.gz,data-20211128T011447-structure-20161130T143000.xml.gz,data-20211128T191637-structure-20161130T143000.xml.gz,data-20211128T153046-structure-20161130T143000.xml.gz,data-20211128T153046-structure-20161130T143000.xml.gz,False
20211127,data-20211127T165344-structure-20161130T143000.xml.gz,data-20211127T012650-structure-20161130T143000.xml.gz,data-20211127T012650-structure-20161130T143000.xml.gz,data-20211127T012650-structure-20161130T143000.xml.gz,data-20211127T213108-structure-20161130T143000.xml.gz,data-20211127T154208-structure-20161130T143000.xml.gz,data-20211127T154208-structure-20161130T143000.xml.gz,False
20211126,data-20211126T192154-structure-20161130T143000.xml.gz,data-20211126T013406-structure-20161130T143000.xml.gz,data-20211126T013406-structure-20161130T143000.xml.gz,data-20211126T013406-structure-20161130T143000.xml.gz,data-20211126T181204-structure-20161130T143000.xml.gz,data-20211126T172320-structure-20161130T143000.xml.gz,data-20211126T172320-structure-20161130T143000.xml.gz,False
20211125,data-20211125T194522-structure-20161130T143000.xml.gz,data-20211125T012808-structure-20161130T143000.xml.gz,data-20211125T012808-structure-20161130T143000.xml.gz,data-20211125T012808-structure-20161130T143000.xml.gz,data-20211125T191953-structure-20161130T143000.xml.gz,data-20211125T173043-structure-20161130T143000.xml.gz,data-20211125T173043-structure-20161130T143000.xml.gz,False
20211124,data-20211124T202721-structure-20161130T143000.xml.gz,data-20211124T012838-structure-20161130T143000.xml.gz,data-20211124T012838-structure-20161130T143000.xml.gz,data-20211124T012838-structure-20161130T143000.xml.gz,data-20211124T204103-structure-20161130T143000.xml.gz,data-20211124T175239-structure-20161130T143000.xml.gz,data-20211124T175239-structure-20161130T143000.xml.gz,False
20211123,data-20211123T201350-structure-20161130T143000.xml.gz,data-20211123T012318-structure-20161130T143000.xml.gz,data-20211123T012318-structure-20161130T143000.xml.gz,data-20211123T012318-structure-20161130T143000.xml.gz,data-20211123T211738-structure-20161130T143000.xml.gz,data-20211123T172816-structure-20161130T143000.xml.gz,data-20211123T172816-structure-20161130T143000.xml.gz,False
20211121,data-20211121T150651-structure-20161130T143000.xml.gz,data-20211121T011108-structure-20161130T143000.xml.gz,data-20211121T011108-structure-20161130T143000.xml.gz,data-20211121T011108-structure-20161130T143000.xml.gz,data-20211121T192423-structure-20161130T143000.xml.gz,data-20211121T153543-structure-20161130T143000.xml.gz,data-20211121T153543-structure-20161130T143000.xml.gz,False
20211120,data-20211120T152144-structure-20161130T143000.xml.gz,data-20211120T011347-structure-20161130T143000.xml.gz,data-20211120T011347-structure-20161130T143000.xml.gz,data-20211120T011347-structure-20161130T143000.xml.gz,data-20211120T183010-structure-20161130T143000.xml.gz,data-20211120T153344-structure-20161130T143000.xml.gz,data-20211120T153344-structure-20161130T143000.xml.gz,False
20211119,data-20211119T173710-structure-20161130T143000.xml.gz,data-20211119T011417-structure-20161130T143000.xml.gz,data-20211119T011417-structure-20161130T143000.xml.gz,data-20211119T011417-structure-20161130T143000.xml.gz,data-20211119T232146-structure-20161130T143000.xml.gz,data-20211119T172728-structure-20161130T143000.xml.gz,data-20211119T172728-structure-20161130T143000.xml.gz,False
20211118,data-20211118T174419-structure-20161130T143000.xml.gz,,,,data-20211118T151615-structure-20161130T143000.xml.gz,data-20211118T172430-structure-20161130T143000.xml.gz,data-20211118T172430-structure-20161130T143000.xml.gz,False
20211117,data-20211117T171701-structure-20161130T143000.xml.gz,,,,data-20211117T192224-structure-20161130T143000.xml.gz,data-20211117T173127-structure-20161130T143000.xml.gz,data-20211117T173127-structure-20161130T143000.xml.gz,False
20211116,data-20211116T180514-structure-20161130T143000.xml.gz,data-20211116T011233-structure-20161130T143000.xml.gz,data-20211116T011233-structure-20161130T143000.xml.gz,data-20211116T011233-structure-20161130T143000.xml.gz,data-20211116T234441-structure-20161130T143000.xml.gz,data-20211116T174430-structure-20161130T143000.xml.gz,data-20211116T174430-structure-20161130T143000.xml.gz,False
20211115,data-20211115T171837-structure-20161130T143000.xml.gz,,,,data-20211115T211345-structure-20161130T143000.xml.gz,data-20211115T170450-structure-20161130T143000.xml.gz,data-20211115T170450-structure-20161130T143000.xml.gz,False
20211114,data-20211114T152701-structure-20161130T143000.xml.gz,data-20211114T010647-structure-20161130T143000.xml.gz,data-20211114T010647-structure-20161130T143000.xml.gz,data-20211114T010647-structure-20161130T143000.xml.gz,data-20211114T193244-structure-20161130T143000.xml.gz,data-20211114T155258-structure-20161130T143000.xml.gz,data-20211114T155258-structure-20161130T143000.xml.gz,False
20211113,data-20211113T145027-structure-20161130T143000.xml.gz,,,,data-20211113T193639-structure-20161130T143000.xml.gz,data-20211113T143002-structure-20161130T143000.xml.gz,data-20211113T143002-structure-20161130T143000.xml.gz,False
20211111,data-20211111T184429-structure-20161130T143000.xml.gz,data-20211111T012204-structure-20161130T143000.xml.gz,data-20211111T012204-structure-20161130T143000.xml.gz,data-20211111T012204-structure-20161130T143000.xml.gz,data-20211111T211049-structure-20161130T143000.xml.gz,data-20211111T164441-structure-20161130T143000.xml.gz,data-20211111T164441-structure-20161130T143000.xml.gz,False
20211110,data-20211110T190017-structure-20161130T143000.xml.gz,data-20211110T012420-structure-20161130T143000.xml.gz,data-20211110T012420-structure-20161130T143000.xml.gz,data-20211110T012420-structure-20161130T143000.xml.gz,data-20211110T222126-structure-20161130T143000.xml.gz,data-20211110T172852-structure-20161130T143000.xml.gz,data-20211110T172852-structure-20161130T143000.xml.gz,False
20211109,data-20211109T193454-structure-20161130T143000.xml.gz,,,,data-20211109T224815-structure-20161130T143000.xml.gz,data-20211109T180358-structure-20161130T143000.xml.gz,data-20211109T180358-structure-20161130T143000.xml.gz,False
20211107,data-20211107T150012-structure-20161130T143000.xml.gz,data-20211107T011310-structure-20161130T143000.xml.gz,data-20211107T011310-structure-20161130T143000.xml.gz,data-20211107T011310-structure-20161130T143000.xml.gz,data-20211107T224125-structure-20161130T143000.xml.gz,data-20211107T160618-structure-20161130T143000.xml.gz,data-20211107T160618-structure-20161130T143000.xml.gz,False
20211106,data-20211106T152547-structure-20161130T143000.xml.gz,data-20211106T012050-structure-20161130T143000.xml.gz,data-20211106T012050-structure-20161130T143000.xml.gz,data-20211106T012050-structure-20161130T143000.xml.gz,data-20211106T213051-structure-20161130T143000.xml.gz,data-20211106T153118-structure-20161130T143000.xml.gz,data-20211106T153118-structure-20161130T143000.xml.gz,False
20211031,data-20211031T195149-structure-20161130T143000.xml.gz,,,,data-20211031T215406-structure-20161130T143000.xml.gz,data-20211031T191117-structure-20161130T143000.xml.gz,data-20211031T191117-structure-20161130T143000.xml.gz,False
20211030,data-20211030T212009-structure-20161130T143000.xml.gz,data-20211030T014448-structure-20161130T143000.xml.gz,data-20211030T014448-structure-20161130T143000.xml.gz,data-20211030T014448-structure-20161130T143000.xml.gz,data-20211030T200927-structure-20161130T143000.xml.gz,,,False
20211028,data-20211028T004506-structure-20161130T143000.xml.gz,data-20211028T015534-structure-20161130T143000.xml.gz,data-20211028T015534-structure-20161130T143000.xml.gz,data-20211028T015534-structure-20161130T143000.xml.gz,data-20211028T231115-structure-20161130T143000.xml.gz,,,False
20211027,data-20211027T000619-structure-20161130T143000.xml.gz,data-20211027T015250-structure-20161130T143000.xml.gz,data-20211027T015250-structure-20161130T143000.xml.gz,data-20211027T015250-structure-20161130T143000.xml.gz,data-20211027T194659-structure-20161130T143000.xml.gz,data-20211027T224607-structure-20161130T143000.xml.gz,data-20211027T224607-structure-20161130T143000.xml.gz,False
20211025,data-20211025T235144-structure-20161130T143000.xml.gz,data-20211025T015010-structure-20161130T143000.xml.gz,data-20211025T015010-structure-20161130T143000.xml.gz,data-20211025T015010-structure-20161130T143000.xml.gz,data-20211025T140118-structure-20161130T143000.xml.gz,,,False
20211024,data-20211024T185358-structure-20161130T143000.xml.gz,data-20211024T014204-structure-20161130T143000.xml.gz,data-20211024T014204-structure-20161130T143000.xml.gz,data-20211024T014204-structure-20161130T143000.xml.gz,data-20211024T210301-structure-20161130T143000.xml.gz,data-20211024T195552-structure-20161130T143000.xml.gz,data-20211024T195552-structure-20161130T143000.xml.gz,False
20211023,data-20211023T212412-structure-20161130T143000.xml.gz,data-20211023T015627-structure-20161130T143000.xml.gz,data-20211023T015627-structure-20161130T143000.xml.gz,data-20211023T015627-structure-20161130T143000.xml.gz,data-20211023T223154-structure-20161130T143000.xml.gz,data-20211023T211810-structure-20161130T143000.xml.gz,data-20211023T211810-structure-20161130T143000.xml.gz,False
20211022,data-20211022T223351-structure-20161130T143000.xml.gz,,,,data-20211022T224810-structure-20161130T143000.xml.gz,data-20211022T215636-structure-20161130T143000.xml.gz,data-20211022T215636-structure-20161130T143000.xml.gz,False
20211021,data-20211021T223442-structure-20161130T143000.xml.gz,,,,data-20211021T200556-structure-20161130T143000.xml.gz,data-20211021T205810-structure-20161130T143000.xml.gz,data-20211021T205810-structure-20161130T143000.xml.gz,False
20211020,data-20211020T220148-structure-20161130T143000.xml.gz,,,,data-20211020T193744-structure-20161130T143000.xml.gz,data-20211020T214957-structure-20161130T143000.xml.gz,data-20211020T214957-structure-20161130T143000.xml.gz,False
20211018,data-20211018T035438-structure-20161130T143000.xml.gz,data-20211018T031902-structure-20161130T143000.xml.gz,data-20211018T031902-structure-20161130T143000.xml.gz,data-20211018T031902-structure-20161130T143000.xml.gz,data-20211018T184341-structure-20161130T143000.xml.gz,data-20211018T061839-structure-20161130T143000.xml.gz,data-20211018T061839-structure-20161130T143000.xml.gz,False
20211016,data-20211016T014805-structure-20161130T143000.xml.gz,data-20211016T021718-structure-20161130T143000.xml.gz,data-20211016T021718-structure-20161130T143000.xml.gz,data-20211016T021718-structure-20161130T143000.xml.gz,data-20211016T154857-structure-20161130T143000.xml.gz,data-20211016T022342-structure-20161130T143000.xml.gz,data-20211016T022342-structure-20161130T143000.xml.gz,False
20211012,data-20211012T010259-structure-20161130T143000.xml.gz,data-20211012T023436-structure-20161130T143000.xml.gz,data-20211012T023436-structure-20161130T143000.xml.gz,data-20211012T023436-structure-20161130T143000.xml.gz,data-20211012T191523-structure-20161130T143000.xml.gz,data-20211012T015928-structure-20161130T143000.xml.gz,data-20211012T015928-structure-20161130T143000.xml.gz,False
20211010,data-20211010T211307-structure-20161130T143000.xml.gz,data-20211010T020058-structure-20161130T143000.xml.gz,data-20211010T020058-structure-20161130T143000.xml.gz,data-20211010T020058-structure-20161130T143000.xml.gz,data-20211010T225406-structure-20161130T143000.xml.gz,data-20211010T224631-structure-20161130T143000.xml.gz,data-20211010T224631-structure-20161130T143000.xml.gz,False
20211007,data-20211007T235321-structure-20161130T143000.xml.gz,data-20211007T022401-structure-20161130T143000.xml.gz,data-20211007T022401-structure-20161130T143000.xml.gz,data-20211007T022401-structure-20161130T143000.xml.gz,data-20211007T231452-structure-20161130T143000.xml.gz,,,False
20211006,data-20211006T230942-structure-20161130T143000.xml.gz,data-20211006T021533-structure-20161130T143000.xml.gz,data-20211006T021533-structure-20161130T143000.xml.gz,data-20211006T021533-structure-20161130T143000.xml.gz,data-20211006T225129-structure-20161130T143000.xml.gz,data-20211006T234301-structure-20161130T143000.xml.gz,data-20211006T234301-structure-20161130T143000.xml.gz,False
20211005,data-20211005T233231-structure-20161130T143000.xml.gz,data-20211005T022332-structure-20161130T143000.xml.gz,data-20211005T022332-structure-20161130T143000.xml.gz,data-20211005T022332-structure-20161130T143000.xml.gz,data-20211005T222712-structure-20161130T143000.xml.gz,data-20211005T001808-structure-20161130T143000.xml.gz,data-20211005T001808-structure-20161130T143000.xml.gz,False
20211004,data-20211004T230516-structure-20161130T143000.xml.gz,,,,data-20211004T150605-structure-20161130T143000.xml.gz,,,False
20211003,data-20211003T200239-structure-20161130T143000.xml.gz,,,,data-20211003T225820-structure-20161130T143000.xml.gz,data-20211003T201659-structure-20161130T143000.xml.gz,data-20211003T201659-structure-20161130T143000.xml.gz,False
20211001,data-20211001T224506-structure-20161130T143000.xml.gz,data-20211001T024431-structure-20161130T143000.xml.gz,data-20211001T024431-structure-20161130T143000.xml.gz,data-20211001T024431-structure-20161130T143000.xml.gz,data-20211001T165900-structure-20161130T143000.xml.gz,data-20211001T010200-structure-20161130T143000.xml.gz,data-20211001T010200-structure-20161130T143000.xml.gz,False
20210930,data-20210930T232839-structure-20161130T143000.xml.gz,data-20210930T024018-structure-20161130T143000.xml.gz,data-20210930T024018-structure-20161130T143000.xml.gz,data-20210930T024018-structure-20161130T143000.xml.gz,data-20210930T161835-structure-20161130T143000.xml.gz,,,False
20210929,data-20210929T234116-structure-20161130T143000.xml.gz,data-20210929T023923-structure-20161130T143000.xml.gz,data-20210929T023923-structure-20161130T143000.xml.gz,data-20210929T023923-structure-20161130T143000.xml.gz,data-20210929T232120-structure-20161130T143000.xml.gz,data-20210929T232802-structure-20161130T143000.xml.gz,data-20210929T232802-structure-20161130T143000.xml.gz,False
20210928,data-20210928T223124-structure-20161130T143000.xml.gz,data-20210928T022939-structure-20161130T143000.xml.gz,data-20210928T022939-structure-20161130T143000.xml.gz,data-20210928T022939-structure-20161130T143000.xml.gz,data-20210928T222032-structure-20161130T143000.xml.gz,data-20210928T231835-structure-20161130T143000.xml.gz,data-20210928T231835-structure-20161130T143000.xml.gz,False
20210926,data-20210926T185902-structure-20161130T143000.xml.gz,data-20210926T015554-structure-20161130T143000.xml.gz,data-20210926T015554-structure-20161130T143000.xml.gz,data-20210926T015554-structure-20161130T143000.xml.gz,data-20210926T212009-structure-20161130T143000.xml.gz,data-20210926T202154-structure-20161130T143000.xml.gz,data-20210926T202154-structure-20161130T143000.xml.gz,False
20210925,data-20210925T194207-structure-20161130T143000.xml.gz,data-20210925T020526-structure-20161130T143000.xml.gz,data-20210925T020526-structure-20161130T143000.xml.gz,data-20210925T020526-structure-20161130T143000.xml.gz,data-20210925T171805-structure-20161130T143000.xml.gz,data-20210925T202837-structure-20161130T143000.xml.gz,data-20210925T202837-structure-20161130T143000.xml.gz,False
20210924,data-20210924T063751-structure-20161130T143000.xml.gz,data-20210924T035101-structure-20161130T143000.xml.gz,data-20210924T035101-structure-20161130T143000.xml.gz,data-20210924T035101-structure-20161130T143000.xml.gz,data-20210924T195429-structure-20161130T143000.xml.gz,data-20210924T081404-structure-20161130T143000.xml.gz,data-20210924T081404-structure-20161130T143000.xml.gz,False
20210923,data-20210923T030220-structure-20161130T143000.xml.gz,data-20210923T032638-structure-20161130T143000.xml.gz,data-20210923T032638-structure-20161130T143000.xml.gz,data-20210923T032638-structure-20161130T143000.xml.gz,data-20210923T191024-structure-20161130T143000.xml.gz,data-20210923T061817-structure-20161130T143000.xml.gz,data-20210923T061817-structure-20161130T143000.xml.gz,False
20210921,data-20210921T230329-structure-20161130T143000.xml.gz,data-20210921T024811-structure-20161130T143000.xml.gz,data-20210921T024811-structure-20161130T143000.xml.gz,data-20210921T024811-structure-20161130T143000.xml.gz,data-20210921T235832-structure-20161130T143000.xml.gz,data-20210921T220402-structure-20161130T143000.xml.gz,data-20210921T220402-structure-20161130T143000.xml.gz,False
20210920,data-20210920T225233-structure-20161130T143000.xml.gz,data-20210920T023432-structure-20161130T143000.xml.gz,data-20210920T023432-structure-20161130T143000.xml.gz,data-20210920T023432-structure-20161130T143000.xml.gz,data-20210920T232105-structure-20161130T143000.xml.gz,data-20210920T230311-structure-20161130T143000.xml.gz,data-20210920T230311-structure-20161130T143000.xml.gz,False
20210919,data-20210919T183420-structure-20161130T143000.xml.gz,data-20210919T015618-structure-20161130T143000.xml.gz,data-20210919T015618-structure-20161130T143000.xml.gz,data-20210919T015618-structure-20161130T143000.xml.gz,data-20210919T165700-structure-20161130T143000.xml.gz,data-20210919T194237-structure-20161130T143000.xml.gz,data-20210919T194237-structure-20161130T143000.xml.gz,False
20210918,data-20210918T200708-structure-20161130T143000.xml.gz,data-20210918T021200-structure-20161130T143000.xml.gz,data-20210918T021200-structure-20161130T143000.xml.gz,data-20210918T021200-structure-20161130T143000.xml.gz,data-20210918T195909-structure-20161130T143000.xml.gz,data-20210918T192846-structure-20161130T143000.xml.gz,data-20210918T192846-structure-20161130T143000.xml.gz,False
20210916,data-20210916T231400-structure-20161130T143000.xml.gz,data-20210916T023802-structure-20161130T143000.xml.gz,data-20210916T023802-structure-20161130T143000.xml.gz,data-20210916T023802-structure-20161130T143000.xml.gz,data-20210916T180103-structure-20161130T143000.xml.gz,data-20210916T215015-structure-20161130T143000.xml.gz,data-20210916T215015-structure-20161130T143000.xml.gz,False
20210915,data-20210915T234327-structure-20161130T143000.xml.gz,,,,data-20210915T195414-structure-20161130T143000.xml.gz,data-20210915T224950-structure-20161130T143000.xml.gz,data-20210915T224950-structure-20161130T143000.xml.gz,False
20210914,data-20210914T230823-structure-20161130T143000.xml.gz,,,,data-20210914T124018-structure-20161130T143000.xml.gz,data-20210914T214511-structure-20161130T143000.xml.gz,data-20210914T214511-structure-20161130T143000.xml.gz,False
20210912,data-20210912T190209-structure-20161130T143000.xml.gz,data-20210912T014620-structure-20161130T143000.xml.gz,data-20210912T014620-structure-20161130T143000.xml.gz,data-20210912T014620-structure-20161130T143000.xml.gz,,data-20210912T183149-structure-20161130T143000.xml.gz,data-20210912T183149-structure-20161130T143000.xml.gz,False
20210910,data-20210910T063144-structure-20161130T143000.xml.gz,data-20210910T022205-structure-20161130T143000.xml.gz,data-20210910T022205-structure-20161130T143000.xml.gz,data-20210910T022205-structure-20161130T143000.xml.gz,data-20210910T182947-structure-20161130T143000.xml.gz,,,False
20210907,data-20210907T053044-structure-20161130T143000.xml.gz,data-20210907T022215-structure-20161130T143000.xml.gz,data-20210907T022215-structure-20161130T143000.xml.gz,data-20210907T022215-structure-20161130T143000.xml.gz,data-20210907T221946-structure-20161130T143000.xml.gz,data-20210907T214436-structure-20161130T143000.xml.gz,data-20210907T214436-structure-20161130T143000.xml.gz,False
20210905,data-20210905T224337-structure-20161130T143000.xml.gz,,,,data-20210905T211041-structure-20161130T143000.xml.gz,data-20210905T192339-structure-20161130T143000.xml.gz,data-20210905T192339-structure-20161130T143000.xml.gz,False
20210904,data-20210904T025521-structure-20161130T143000.xml.gz,data-20210904T023305-structure-20161130T143000.xml.gz,data-20210904T023305-structure-20161130T143000.xml.gz,data-20210904T023305-structure-20161130T143000.xml.gz,data-20210904T165319-structure-20161130T143000.xml.gz,,,False
20210903,data-20210903T024848-structure-20161130T143000.xml.gz,data-20210903T023247-structure-20161130T143000.xml.gz,data-20210903T023247-structure-20161130T143000.xml.gz,data-20210903T023247-structure-20161130T143000.xml.gz,data-20210903T233749-structure-20161130T143000.xml.gz,data-20210903T213902-structure-20161130T143000.xml.gz,data-20210903T213902-structure-20161130T143000.xml.gz,False
20210902,data-20210902T044718-structure-20161130T143000.xml.gz,data-20210902T023403-structure-20161130T143000.xml.gz,data-20210902T023403-structure-20161130T143000.xml.gz,data-20210902T023403-structure-20161130T143000.xml.gz,data-20210902T190616-structure-20161130T143000.xml.gz,data-20210902T221926-structure-20161130T143000.xml.gz,data-20210902T221926-structure-20161130T143000.xml.gz,False
20210901,data-20210901T040251-structure-20161130T143000.xml.gz,data-20210901T022500-structure-20161130T143000.xml.gz,data-20210901T022500-structure-20161130T143000.xml.gz,data-20210901T022500-structure-20161130T143000.xml.gz,data-20210901T233832-structure-20161130T143000.xml.gz,,,False
20210831,data-20210831T034910-structure-20161130T143000.xml.gz,data-20210831T022715-structure-20161130T143000.xml.gz,data-20210831T022715-structure-20161130T143000.xml.gz,data-20210831T022715-structure-20161130T143000.xml.gz,data-20210831T220250-structure-20161130T143000.xml.gz,data-20210831T232557-structure-20161130T143000.xml.gz,data-20210831T232557-structure-20161130T143000.xml.gz,False
20210830,data-20210830T011743-structure-20161130T143000.xml.gz,data-20210830T030723-structure-20161130T143000.xml.gz,data-20210830T030723-structure-20161130T143000.xml.gz,data-20210830T030723-structure-20161130T143000.xml.gz,data-20210830T172945-structure-20161130T143000.xml.gz,data-20210830T233923-structure-20161130T143000.xml.gz,data-20210830T233923-structure-20161130T143000.xml.gz,False
20210829,data-20210829T031035-structure-20161130T143000.xml.gz,data-20210829T022709-structure-20161130T143000.xml.gz,data-20210829T022709-structure-20161130T143000.xml.gz,data-20210829T022709-structure-20161130T143000.xml.gz,data-20210829T220236-structure-20161130T143000.xml.gz,data-20210829T014747-structure-20161130T143000.xml.gz,data-20210829T014747-structure-20161130T143000.xml.gz,False
20210828,data-20210828T032703-structure-20161130T143000.xml.gz,,,,data-20210828T205523-structure-20161130T143000.xml.gz,,,False
20210827,data-20210827T014109-structure-20161130T143000.xml.gz,data-20210827T024309-structure-20161130T143000.xml.gz,data-20210827T024309-structure-20161130T143000.xml.gz,data-20210827T024309-structure-20161130T143000.xml.gz,data-20210827T174906-structure-20161130T143000.xml.gz,,,False
20210825,data-20210825T235648-structure-20161130T143000.xml.gz,data-20210825T023327-structure-20161130T143000.xml.gz,data-20210825T023327-structure-20161130T143000.xml.gz,data-20210825T023327-structure-20161130T143000.xml.gz,data-20210825T204241-structure-20161130T143000.xml.gz,data-20210825T211151-structure-20161130T143000.xml.gz,data-20210825T211151-structure-20161130T143000.xml.gz,False
20210824,data-20210824T215901-structure-20161130T143000.xml.gz,data-20210824T021933-structure-20161130T143000.xml.gz,data-20210824T021933-structure-20161130T143000.xml.gz,data-20210824T021933-structure-20161130T143000.xml.gz,data-20210824T195809-structure-20161130T143000.xml.gz,data-20210824T223326-structure-20161130T143000.xml.gz,data-20210824T223326-structure-20161130T143000.xml.gz,False
20210823,data-20210823T214812-structure-20161130T143000.xml.gz,data-20210823T020337-structure-20161130T143000.xml.gz,data-20210823T020337-structure-20161130T143000.xml.gz,data-20210823T020337-structure-20161130T143000.xml.gz,data-20210823T203255-structure-20161130T143000.xml.gz,data-20210823T224445-structure-20161130T143000.xml.gz,data-20210823T224445-structure-20161130T143000.xml.gz,False
20210822,data-20210822T174145-structure-20161130T143000.xml.gz,data-20210822T014303-structure-20161130T143000.xml.gz,data-20210822T014303-structure-20161130T143000.xml.gz,data-20210822T014303-structure-20161130T143000.xml.gz,data-20210822T214411-structure-20161130T143000.xml.gz,data-20210822T195541-structure-20161130T143000.xml.gz,data-20210822T195541-structure-20161130T143000.xml.gz,False
20210821,data-20210821T203053-structure-20161130T143000.xml.gz,data-20210821T023049-structure-20161130T143000.xml.gz,data-20210821T023049-structure-20161130T143000.xml.gz,data-20210821T023049-structure-20161130T143000.xml.gz,data-20210821T182308-structure-20161130T143000.xml.gz,data-20210821T190039-structure-20161130T143000.xml.gz,data-20210821T190039-structure-20161130T143000.xml.gz,False
